,date,SPXIndex,MSRUITIndex,MSRUMATIndex,MXWO0ITIndex,MXWO0MTIndex,MXUS0ITIndex,MXEF0ITIndex,MXEF0MTIndex,NU722094Index,NU721934Index,CL1Comdty,LMAHDS03Comdty,LMCADS03Comdty,XAUCurncy,LMNIDS03Comdty,CCMPIndex,NKYIndex,CINDIndex,IXKIndex,XCIIndex,SOXIndex,MSERIndex,NMDPIndex,SZCOMPIndex,KOSPIIndex
10162,1981-11-28,,,,,,,,,,,,,,,,,,,,,,,,,132.2
230,1981-11-30,126.35,,,,,,,,,,,,,414.5,,201.37,7549.33,236.21,,,,,,,132.4
231,1981-12-01,126.1,,,,,,,,,,,,,402.5,,201.13,7521.73,235.83,,,,,,,131.4
232,1981-12-02,124.69,,,,,,,,,,,,,406.75,,200.35,7566.17,234.94,,,,,,,130.2
233,1981-12-03,125.12,,,,,,,,,,,,,416.5,,199.9,7624.98,234.42,,,,,,,130.9
234,1981-12-04,126.26,,,,,,,,,,,,,426,,200.88,7716.13,235.82,,,,,,,130.7
10163,1981-12-05,,,,,,,,,,,,,,,,,,,,,,,,,130.1
235,1981-12-07,125.19,,,,,,,,,,,,,416.75,,199.71,7789.16,233.93,,,,,,,129.6
236,1981-12-08,124.82,,,,,,,,,,,,,415.25,,198.13,7752.43,231.51,,,,,,,129.6
237,1981-12-09,125.48,,,,,,,,,,,,,410.25,,198.29,7743.12,231.83,,,,,,,130
238,1981-12-10,125.71,,,,,,,,,,,,,405.5,,198.92,7746.91,232.78,,,,,,,128.4
239,1981-12-11,124.93,,,,,,,,,,,,,409.75,,198.64,7730.88,232.33,,,,,,,128.7
10164,1981-12-12,,,,,,,,,,,,,,,,,,,,,,,,,129.2
240,1981-12-14,122.78,,,,,,,,,,,,,417.5,,195.67,7654.17,228.26,,,,,,,128.8
241,1981-12-15,122.99,,,,,,,,,,,,,413.25,,195.16,7680.89,227.9,,,,,,,129.4
242,1981-12-16,122.42,,,,,,,,,,,,,416.75,,195.09,7674.65,227.61,,,,,,,130
243,1981-12-17,123.12,,,,,,,,,,,,,416.25,,195.7,7682.53,228.66,,,,,,,129.6
244,1981-12-18,124,,,,,,,,,,,,,415.75,,197.01,7669.93,230.62,,,,,,,129
10165,1981-12-19,,,,,,,,,,,,,,,,,,,,,,,,,128.6
245,1981-12-21,123.34,,,,,,,,,,,,,410.5,,196.37,7668.9,229.7,,,,,,,128.8
246,1981-12-22,122.88,,,,,,,,,,,,,399.6,,195.64,7644.57,228.56,,,,,,,129.9
247,1981-12-23,122.31,,,,,,,,,,,,,400.4,,195.45,7681.99,228.34,,,,,,,131.3
248,1981-12-24,122.54,,,,,,,,,,,,,,,195.7,7662.48,228.82,,,,,,,131.3
10082,1981-12-25,,,,,,,,,,,,,,,,,7665.02,,,,,,,,
249,1981-12-28,122.27,,,,,,,,,,,,,,,195.14,7681.84,227.93,,,,,,,
250,1981-12-29,121.67,,,,,,,,,,,,,395,,193.91,,226.22,,,,,,,
251,1981-12-30,122.3,,,,,,,,,,,,,397.5,,194.66,,227.56,,,,,,,
252,1981-12-31,122.55,,,,,,,,,,,,,,,195.84,,229.29,,,,,,,
253,1982-01-04,122.74,,,,,,,,,,,,,395,,195.53,7718.84,228.79,,,,,,,123.6
254,1982-01-05,120.05,,,,,,,,,,,,,403.5,,192.33,7719.34,224.4,,,,,,,121.66
255,1982-01-06,119.18,,,,,,,,,,,,,401.5,,191.15,7697.6,222.72,,,,,,,125.8
256,1982-01-07,118.93,,,,,,,,,,,,,396.5,,191.02,7691.22,222.57,,,,,,,126.66
257,1982-01-08,119.55,,,,,,,,,,,,,400.25,,192.05,7662.22,224.04,,,,,,,126.74
10166,1982-01-09,,,,,,,,,,,,,,,,,,,,,,,,,129.22
258,1982-01-11,116.78,,,,,,,,,,,,,388.25,,188.8,7675.26,219.14,,,,,,,128.94
259,1982-01-12,116.3,,,,,,,,,,,,,389,,187.32,7631.77,216.95,,,,,,,126.39
260,1982-01-13,114.88,,,,,,,,,,,,,380,,185.73,7635.66,214.99,,,,,,,125.64
261,1982-01-14,115.54,,,,,,,,,,,,,374.75,,185.89,7667.02,215.32,,,,,,,125.6
262,1982-01-15,116.33,,,,,,,,,,,,,379.25,,187.32,,217.31,,,,,,,124.04
10167,1982-01-16,,,,,,,,,,,,,,,,,,,,,,,,,125.84
263,1982-01-18,117.22,,,,,,,,,,,,,373.75,,187.21,7659.34,217.34,,,,,,,126.63
264,1982-01-19,115.97,,,,,,,,,,,,,379.25,,186.16,7677.07,215.46,,,,,,,125.76
265,1982-01-20,115.27,,,,,,,,,,,,,371.5,,185.72,7717.23,215.06,,,,,,,125.6
266,1982-01-21,115.75,,,,,,,,,,,,,376,,186.4,7737.51,216.2,,,,,,,126.07
267,1982-01-22,115.38,,,,,,,,,,,,,377.25,,185.83,7823.36,215.27,,,,,,,125.7
10168,1982-01-23,,,,,,,,,,,,,,,,,,,,,,,,,125.96
268,1982-01-25,115.41,,,,,,,,,,,,,372,,183.52,7906.26,212.29,,,,,,,126.07
269,1982-01-26,115.19,,,,,,,,,,,,,376.5,,183.41,7863.4,212.01,,,,,,,126.66
270,1982-01-27,115.14,,,,,,,,,,,,,381.75,,183.57,7926.55,212.11,,,,,,,126.1
271,1982-01-28,118.92,,,,,,,,,,,,,383.5,,186.22,7903.85,215.94,,,,,,,125.29
272,1982-01-29,120.4,,,,,,,,,,,,,387,,188.39,7918.82,218.92,,,,,,,125.67
10169,1982-01-30,,,,,,,,,,,,,,,,,,,,,,,,,125.65
273,1982-02-01,117.78,,,,,,,,,,,,,379.5,,186.82,7909.79,216.4,,,,,,,125.12
274,1982-02-02,118.01,,,,,,,,,,,,,379.15,,187.46,7828,217.35,,,,,,,124.04
275,1982-02-03,116.48,,,,,,,,,,,,,378,,187.43,7860.94,216.9,,,,,,,123.24
276,1982-02-04,116.42,,,,,,,,,,,,,383.75,,187.14,7834.7,215.92,,,,,,,122.84
277,1982-02-05,117.26,,,,,,,,,,,,,384.25,,188.21,7801.88,217.4,,,,,,,124.31
10170,1982-02-06,,,,,,,,,,,,,,,,,,,,,,,,,124.09
278,1982-02-08,114.63,,,,,,,,,,,,,379.75,,184.63,7784.89,211.8,,,,,,,125.6
279,1982-02-09,113.68,,,,,,,,,,,,,378.5,,182.51,7794.19,208.58,,,,,,,125.83
280,1982-02-10,114.66,,,,,,,,,,,,,382.15,,182.97,7761.11,209.43,,,,,,,125.18
281,1982-02-11,114.43,,,,,,,,,,,,,380,,182.25,,208.31,,,,,,,124.56
282,1982-02-12,114.38,,,,,,,,,,,,,377.5,,182.52,7690.29,208.68,,,,,,,125.67
10171,1982-02-13,,,,,,,,,,,,,,,,,,,,,,,,,126.45
10060,1982-02-15,,,,,,,,,,,,,,375.25,,,7694.18,,,,,,,,126.08
283,1982-02-16,114.06,,,,,,,,,,,,,375.25,,180.71,7693.92,206.33,,,,,,,126.01
284,1982-02-17,113.69,,,,,,,,,,,,,374,,181.25,7644.39,207.21,,,,,,,126.11
285,1982-02-18,113.82,,,,,,,,,,,,,369.25,,181.38,7683.76,207.44,,,,,,,126.19
286,1982-02-19,113.22,,,,,,,,,,,,,369.25,,180.65,7713.31,206.53,,,,,,,126.83
10172,1982-02-20,,,,,,,,,,,,,,,,,,,,,,,,,125.87
287,1982-02-22,111.59,,,,,,,,,,,,,364.25,,179.07,7758.36,204.09,,,,,,,123.6
288,1982-02-23,111.51,,,,,,,,,,,,,361,,177.49,7714.56,201.49,,,,,,,124.76
289,1982-02-24,113.47,,,,,,,,,,,,,362.75,,178.58,7664.02,203.08,,,,,,,126.49
290,1982-02-25,113.21,,,,,,,,,,,,,366.45,,179.44,7580.45,204.23,,,,,,,127.23
291,1982-02-26,113.11,,,,,,,,,,,,,362.6,,179.43,7548.51,204.12,,,,,,,127.74
10173,1982-02-27,,,,,,,,,,,,,,,,,,,,,,,,,128.78
292,1982-03-01,113.31,,,,,,,,,,,,,361.25,,180.13,7327.44,204.85,,,,,,,
293,1982-03-02,112.68,,,,,,,,,,,,,361.25,,180.14,7309.41,204.51,,,,,,,128.97
294,1982-03-03,110.92,,,,,,,,,,,,,353.75,,178.01,7474.42,201.09,,,,,,,129.28
295,1982-03-04,109.88,,,,,,,,,,,,,346.5,,176.29,7354.82,198.51,,,,,,,132.2
296,1982-03-05,109.34,,,,,,,,,,,,,342.4,,173.97,7285.54,194.76,,,,,,,133.64
10174,1982-03-06,,,,,,,,,,,,,,,,,,,,,,,,,134.48
297,1982-03-08,107.34,,,,,,,,,,,,,330.5,,171.03,7248.47,190.55,,,,,,,132.83
298,1982-03-09,108.83,,,,,,,,,,,,,329.25,,169.71,7195.8,189.28,,,,,,,132.47
299,1982-03-10,109.41,,,,,,,,,,,,,333,,170.42,7292.91,190.44,,,,,,,
300,1982-03-11,109.36,,,,,,,,,,,,,331.75,,170.09,7257.34,190.33,,,,,,,130.84
301,1982-03-12,108.61,,,,,,,,,,,,,323.25,,168.23,7102.61,187.7,,,,,,,129.65
10175,1982-03-13,,,,,,,,,,,,,,,,,,,,,,,,,129.72
302,1982-03-15,109.45,,,,,,,,,,,,,312,,167.92,7078.68,187.33,,,,,,,129.05
303,1982-03-16,109.28,,,,,,,,,,,,,324.5,,168.28,6916.99,188.31,,,,,,,127.92
304,1982-03-17,109.08,,,,,,,,,,,,,316,,168.2,6889.53,188.41,,,,,,,127.04
305,1982-03-18,110.3,,,,,,,,,,,,,320,,170.13,7052.8,191.19,,,,,,,127.28
306,1982-03-19,110.61,,,,,,,,,,,,,315.75,,171.76,7065.38,193.63,,,,,,,126.51
10176,1982-03-20,,,,,,,,,,,,,,,,,,,,,,,,,125.58
307,1982-03-22,112.77,,,,,,,,,,,,,320.8,,173.83,,196.71,,,,,,,126.53
308,1982-03-23,113.55,,,,,,,,,,,,,329.25,,174.95,7097.8,198.04,,,,,,,129.06
309,1982-03-24,112.97,,,,,,,,,,,,,331.75,,174.84,7194.31,197.67,,,,,,,127.62
310,1982-03-25,113.21,,,,,,,,,,,,,327.75,,175.83,7175.16,199.16,,,,,,,128.02
311,1982-03-26,111.94,,,,,,,,,,,,,322.25,,175.2,7203.82,198.38,,,,,,,127.61
10177,1982-03-27,,,,,,,,,,,,,,,,,,,,,,,,,128.55
312,1982-03-29,112.3,,,,,,,,,,,,,318.5,,175.5,7199.16,199.01,,,,,,,128.5
313,1982-03-30,112.27,,,,,,,,,,,,,324.25,,175.42,7193.83,198.96,,,,,,,126.59
314,1982-03-31,111.96,,,,,,,,,,,,,320,,175.65,7260.48,199.05,,,,,,,127.83
315,1982-04-01,113.79,,,,,,,,,,,,,327,,177.31,7293.67,201.38,,,,,,,126.35
316,1982-04-02,115.12,,,,,,,,,,,,,327.75,,178.56,7332.96,203.05,,,,,,,126.56
10178,1982-04-03,,,,,,,,,,,,,,,,,,,,,,,,,126.73
317,1982-04-05,114.73,,,,,,,,,,,,,337.5,,178.21,7344.35,202.51,,,,,,,
318,1982-04-06,115.36,,,,,,,,,,,,,345.5,,178.68,7293.59,203.34,,,,,,,126.29
319,1982-04-07,115.46,,,,,,,,,,,,,354,,179.91,7230.53,204.99,,,,,,,125.42
320,1982-04-08,116.22,,,,,,,,,,,,,351.5,,181.15,7204.65,206.71,,,,,,,126.13
10083,1982-04-09,,,,,,,,,,,,,,,,,7209.21,,,,,,,,124.82
10179,1982-04-10,,,,,,,,,,,,,,,,,,,,,,,,,124.26
321,1982-04-12,116,,,,,,,,,,,,,,,180.89,7280.82,206.29,,,,,,,123.7
322,1982-04-13,115.99,,,,,,,,,,,,,353.5,,180.76,7252.93,206.03,,,,,,,123.27
323,1982-04-14,115.83,,,,,,,,,,,,,366.75,,180.41,7181.53,205.61,,,,,,,124.16
324,1982-04-15,116.35,,,,,,,,,,,,,363.25,,181.12,7120.86,206.62,,,,,,,123.12
325,1982-04-16,116.81,,,,,,,,,,,,,362.75,,182.25,7129.69,208.4,,,,,,,122.16
10180,1982-04-17,,,,,,,,,,,,,,,,,,,,,,,,,121.65
326,1982-04-19,116.7,,,,,,,,,,,,,357,,182.37,7135.21,208.69,,,,,,,120.82
327,1982-04-20,115.44,,,,,,,,,,,,,343,,181.94,7258.15,207.72,,,,,,,119.71
328,1982-04-21,115.72,,,,,,,,,,,,,346.75,,182.32,7260.58,208.39,,,,,,,119.67
329,1982-04-22,117.19,,,,,,,,,,,,,345,,183.66,7295.87,210.39,,,,,,,122.83
330,1982-04-23,118.64,,,,,,,,,,,,,352.25,,184.93,7333.94,212.29,,,,,,,122.86
10181,1982-04-24,,,,,,,,,,,,,,,,,,,,,,,,,122.35
331,1982-04-26,119.26,,,,,,,,,,,,,357,,185.8,7404.21,213.84,,,,,,,121.3
332,1982-04-27,118,,,,,,,,,,,,,351.75,,184.72,7417.16,212.24,,,,,,,120.51
333,1982-04-28,117.26,,,,,,,,,,,,,354.5,,184.89,7405.28,212.69,,,,,,,121.46
334,1982-04-29,116.13,,,,,,,,,,,,,348.75,,184.15,,211.69,,,,,,,121.16
335,1982-04-30,116.44,,,,,,,,,,,,,361.25,,184.7,7390.71,212.64,,,,,,,121.4
336,1982-05-03,116.81,,,,,,,,,,,,,,,184.97,,212.59,,,,,,,119.76
337,1982-05-04,117.46,,,,,,,,,,,,,341.75,,185.95,7457.11,213.98,,,,,,,117.68
338,1982-05-05,117.67,,,,,,,,,,,,,338.4,,185.88,,213.81,,,,,,,
339,1982-05-06,118.68,,,,,,,,,,,,,334.5,,187.27,7517.78,215.7,,,,,,,114.35
340,1982-05-07,119.47,,,,,,,,,,,,,334.75,,188.13,7518.78,216.93,,,,,,,115.07
10182,1982-05-08,,,,,,,,,,,,,,,,,,,,,,,,,116.41
341,1982-05-10,118.38,,,,,,,,,,,,,329,,187.57,7564.59,216.16,,,,,,,113.14
342,1982-05-11,119.42,,,,,,,,,,,,,332.25,,188.19,7538.12,217.12,,,,,,,112.49
343,1982-05-12,119.17,,,,,,,,,,,,,331.5,,188.06,7539.78,217.1,,,,,,,110.51
344,1982-05-13,118.22,,,,,,,,,,,,,331,,187.66,7603.21,217.11,,,,,,,109.28
345,1982-05-14,118.01,,,,,,,,,,,,,333.25,,188.22,7575.81,218.02,,,,,,,105.99
10183,1982-05-15,,,,,,,,,,,,,,,,,,,,,,,,,107.94
346,1982-05-17,116.71,,,,,,,,,,,,,338.5,,186.9,7619.39,215.86,,,,,,,112.25
347,1982-05-18,115.84,,,,,,,,,,,,,338,,185.81,7567.06,214.4,,,,,,,113.83
348,1982-05-19,114.89,,,,,,,,,,,,,342,,183.91,7572.15,212.14,,,,,,,114.95
349,1982-05-20,114.59,,,,,,,,,,,,,342.5,,182.72,7531.54,210.22,,,,,,,117.4
350,1982-05-21,114.89,,,,,,,,,,,,,338.5,,182.4,7497.05,209.99,,,,,,,117.27
10184,1982-05-22,,,,,,,,,,,,,,,,,,,,,,,,,117.39
351,1982-05-24,114.79,,,,,,,,,,,,,329,,181.71,7468.28,209.56,,,,,,,115.39
352,1982-05-25,114.4,,,,,,,,,,,,,327.9,,181.12,7428.4,208.84,,,,,,,115.6
353,1982-05-26,113.11,,,,,,,,,,,,,330.25,,178.76,7449.92,205.89,,,,,,,115.56
354,1982-05-27,112.66,,,,,,,,,,,,,324.25,,178.37,7404.36,205.31,,,,,,,114.16
355,1982-05-28,111.88,,,,,,,,,,,,,325.25,,178.54,7325.09,205.41,,,,,,,114.96
10185,1982-05-29,,,,,,,,,,,,,,,,,,,,,,,,,114.73
10084,1982-05-31,,,,,,,,,,,,,,,,,7325.65,,,,,,,,114.57
356,1982-06-01,111.68,,,,,,,,,,,,,318.75,,177.36,7368.66,203.81,,,,,,,116.13
357,1982-06-02,112.04,,,,,,,,,,,,,318.5,,177.82,7344.9,204.67,,,,,,,117.15
358,1982-06-03,111.86,,,,,,,,,,,,,320.35,,177.1,7301.94,204.1,,,,,,,118.32
359,1982-06-04,110.09,,,,,,,,,,,,,318.75,,174.82,7300.54,200.78,,,,,,,119.17
10186,1982-06-05,,,,,,,,,,,,,,,,,,,,,,,,,119.01
360,1982-06-07,110.12,,,,,,,,,,,,,325.25,,173.84,7242.39,199.39,,,,,,,120.79
361,1982-06-08,109.63,,,,,,,,,,,,,328.75,,173.28,7240.03,198.68,,,,,,,118.81
362,1982-06-09,108.99,,,,,,,,,,,,,326,,170.94,7233.03,195.66,,,,,,,117.45
363,1982-06-10,109.61,,,,,,,,,,,,,326.75,,171.37,7152.28,196.21,,,,,,,117.32
364,1982-06-11,111.24,,,,,,,,,,,,,325.25,,173.55,7195.46,199.19,,,,,,,117.24
10187,1982-06-12,,,,,,,,,,,,,,,,,,,,,,,,,117.74
365,1982-06-14,109.96,,,,,,,,,,,,,320.75,,172.15,7242.58,197.24,,,,,,,117.95
366,1982-06-15,109.96,,,,,,,,,,,,,315,,171.19,7191.02,196.08,,,,,,,116.58
367,1982-06-16,108.87,,,,,,,,,,,,,317,,171.44,7142.39,196.25,,,,,,,116.28
368,1982-06-17,107.6,,,,,,,,,,,,,309,,169.85,7130.25,193.86,,,,,,,116.06
369,1982-06-18,107.28,,,,,,,,,,,,,308.75,,168.5,7127.7,192.1,,,,,,,116.1
10188,1982-06-19,,,,,,,,,,,,,,,,,,,,,,,,,115.54
370,1982-06-21,107.2,,,,,,,,,,,,,296.75,,168,7091.11,191.67,,,,,,,115.12
371,1982-06-22,108.3,,,,,,,,,,,,,304,,169.05,7127.96,193.29,,,,,,,115.25
372,1982-06-23,110.14,,,,,,,,,,,,,304,,170.86,7154.63,196.03,,,,,,,114.55
373,1982-06-24,109.83,,,,,,,,,,,,,310.25,,171.12,7152.58,196.35,,,,,,,113.48
374,1982-06-25,109.14,,,,,,,,,,,,,305.5,,170.48,7202.45,195.25,,,,,,,112.92
10189,1982-06-26,,,,,,,,,,,,,,,,,,,,,,,,,115.48
375,1982-06-28,110.26,,,,,,,,,,,,,307.5,,171.07,7204.19,196.04,,,,,,,121.71
376,1982-06-29,110.21,,,,,,,,,,,,,309,,170.53,7180.7,195.18,,,,,,,124.04
377,1982-06-30,109.61,,,,,,,,,,,,,317.5,,171.3,7213.87,196.33,,,,,,,123.64
378,1982-07-01,108.71,,,,,,,,,,,,,310.25,,170.6,7179.38,195.33,,,,,,,121.25
379,1982-07-02,107.65,,,,,,,,,,,,,312.75,,170.05,7084.87,194.46,,,,,,,124.3
10190,1982-07-03,,,,,,,,,,,,,,,,,,,,,,,,,123.43
10061,1982-07-05,,,,,,,,,,,,,,315.25,,,7081.1,,,,,,,,119.72
380,1982-07-06,107.29,,,,,,,,,,,,,311,,169.22,7019.56,193.37,,,,,,,116.51
381,1982-07-07,107.22,,,,,,,,,,,,,306.75,,168.08,7035.11,192.19,,,,,,,119.17
382,1982-07-08,107.53,,,,,,,,,,,,,313.5,,166.8,6961.91,190.68,,,,,,,118.75
383,1982-07-09,108.83,,,,,,,,,,,,,328.5,,168.07,6991.56,192.57,,,,,,,118.7
10191,1982-07-10,,,,,,,,,,,,,,,,,,,,,,,,,119.04
384,1982-07-12,109.57,,,,,,,,,,,,,343,,168.85,7146.69,193.44,,,,,,,119.55
385,1982-07-13,109.45,,,,,,,,,,,,,352.5,,169.35,7189.01,193.98,,,,,,,119.83
386,1982-07-14,110.44,,,,,,,,,,,,,352.75,,169.21,7155,193.85,,,,,,,120.49
387,1982-07-15,110.47,,,,,,,,,,,,,350.25,,169.61,7197.77,194.45,,,,,,,120.62
388,1982-07-16,111.07,,,,,,,,,,,,,347,,170.18,7175.89,195.52,,,,,,,121.8
389,1982-07-19,110.73,,,,,,,,,,,,,347.5,,170.09,7237.8,195.39,,,,,,,121.57
390,1982-07-20,111.54,,,,,,,,,,,,,347.75,,170.83,7212.5,196.53,,,,,,,120.36
391,1982-07-21,111.42,,,,,,,,,,,,,366.5,,171.54,7210.56,197.18,,,,,,,119.75
392,1982-07-22,111.47,,,,,,,,,,,,,353,,172.06,7227.37,197.54,,,,,,,120.96
393,1982-07-23,111.17,,,,,,,,,,,,,363.25,,172.11,7220.51,197.44,,,,,,,121.58
10192,1982-07-24,,,,,,,,,,,,,,,,,,,,,,,,,122.31
394,1982-07-26,110.36,,,,,,,,,,,,,352.25,,171.45,7203.94,196.32,,,,,,,122.31
395,1982-07-27,109.43,,,,,,,,,,,,,351.25,,170.71,7198.04,195.55,,,,,,,122.35
396,1982-07-28,107.73,,,,,,,,,,,,,347,,168.37,7192.59,192.57,,,,,,,123.71
397,1982-07-29,107.72,,,,,,,,,,,,,342.5,,167.6,7145.87,191.61,,,,,,,123.73
398,1982-07-30,107.09,,,,,,,,,,,,,342.9,,167.35,7122.08,191.32,,,,,,,124.83
10193,1982-07-31,,,,,,,,,,,,,,,,,,,,,,,,,125.08
399,1982-08-02,108.98,,,,,,,,,,,,,351.35,,168.37,7208.29,192.28,,,,,,,124.97
400,1982-08-03,107.83,,,,,,,,,,,,,349.25,,167.97,7213.41,190.91,,,,,,,124.4
401,1982-08-04,106.14,,,,,,,,,,,,,346.25,,166.56,7166.28,188.79,,,,,,,125.82
402,1982-08-05,105.16,,,,,,,,,,,,,346.5,,165.15,7092.67,186.97,,,,,,,125.56
403,1982-08-06,103.71,,,,,,,,,,,,,344.75,,163.59,7068.28,184.83,,,,,,,125.18
10194,1982-08-07,,,,,,,,,,,,,,,,,,,,,,,,,124.95
404,1982-08-09,103.08,,,,,,,,,,,,,336,,161.38,6976.17,181.25,,,,,,,123.96
405,1982-08-10,102.84,,,,,,,,,,,,,338.25,,161.32,6928.3,181.1,,,,,,,124.03
406,1982-08-11,102.6,,,,,,,,,,,,,333.5,,160.77,6885.21,180.09,,,,,,,124.4
407,1982-08-12,102.42,,,,,,,,,,,,,334.75,,159.84,6880.23,178.7,,,,,,,127.31
408,1982-08-13,103.85,,,,,,,,,,,,,338,,159.14,6927.69,177.7,,,,,,,127.31
10195,1982-08-14,,,,,,,,,,,,,,,,,,,,,,,,,127.11
409,1982-08-16,104.09,,,,,,,,,,,,,341.75,,159.68,6939.43,178.25,,,,,,,125.78
410,1982-08-17,109.04,,,,,,,,,,,,,337.75,,162.28,6864.56,181.5,,,,,,,124.77
411,1982-08-18,108.53,,,,,,,,,,,,,357.75,,164.99,6990.81,184.98,,,,,,,123.99
412,1982-08-19,109.16,,,,,,,,,,,,,356.65,,164.92,6967.78,184.89,,,,,,,123.58
413,1982-08-20,113.02,,,,,,,,,,,,,386.5,,166.96,6968.46,187.91,,,,,,,122.94
10196,1982-08-21,,,,,,,,,,,,,,,,,,,,,,,,,123.77
414,1982-08-23,116.11,,,,,,,,,,,,,394.5,,169.88,7053.49,191.85,,,,,,,122.28
415,1982-08-24,115.34,,,,,,,,,,,,,407.75,,172.23,7088.99,194.55,,,,,,,121.55
416,1982-08-25,117.58,,,,,,,,,,,,,401,,174.93,7126.6,199.1,,,,,,,122.16
417,1982-08-26,118.55,,,,,,,,,,,,,417,,178.17,7153.38,203.22,,,,,,,121.95
418,1982-08-27,117.11,,,,,,,,,,,,,418,,177.6,7185.1,202.29,,,,,,,122.19
10197,1982-08-28,,,,,,,,,,,,,,,,,,,,,,,,,122.97
419,1982-08-30,117.66,,,,,,,,,,,,,,,176.36,7118.85,202.59,,,,,,,122.07
420,1982-08-31,119.51,,,,,,,,,,,,,411.5,,177.71,7123.38,204.33,,,,,,,121.94
421,1982-09-01,118.25,,,,,,,,,,,,,405.25,,177.3,7152.55,203.53,,,,,,,121.99
422,1982-09-02,120.28,,,,,,,,,,,,,409.75,,179.5,7125.91,206.68,,,,,,,120.72
423,1982-09-03,122.68,,,,,,,,,,,,,455,,182.05,7175.59,209.95,,,,,,,120.25
10198,1982-09-04,,,,,,,,,,,,,,,,,,,,,,,,,119.51
10062,1982-09-06,,,,,,,,,,,,,,474,,,7219.33,,,,,,,,117.74
424,1982-09-07,121.37,,,,,,,,,,,,,481,,180.88,7209.45,207.95,,,,,,,119.36
425,1982-09-08,122.2,,,,,,,,,,,,,458,,181.79,7189.49,209.59,,,,,,,119.3
426,1982-09-09,121.97,,,,,,,,,,,,,466,,182.77,7124.01,210.84,,,,,,,118.69
427,1982-09-10,120.97,,,,,,,,,,,,,453,,182.47,7105.03,210.75,,,,,,,118.44
10199,1982-09-11,,,,,,,,,,,,,,,,,,,,,,,,,117.85
428,1982-09-13,122.24,,,,,,,,,,,,,439,,182.9,7073.93,211.34,,,,,,,117.32
429,1982-09-14,123.1,,,,,,,,,,,,,454.25,,184.6,7096.3,213.49,,,,,,,117.46
430,1982-09-15,124.29,,,,,,,,,,,,,443.25,,186.31,,214.88,,,,,,,118.31
431,1982-09-16,123.77,,,,,,,,,,,,,448.5,,186.8,7087.9,214.91,,,,,,,117.59
432,1982-09-17,122.55,,,,,,,,,,,,,441.5,,186.61,7062.51,213.83,,,,,,,117.43
10200,1982-09-18,,,,,,,,,,,,,,,,,,,,,,,,,116.99
433,1982-09-20,122.51,,,,,,,,,,,,,424.25,,186,7042.63,212.64,,,,,,,115.91
434,1982-09-21,124.88,,,,,,,,,,,,,426.5,,187.91,7040.28,214.75,,,,,,,116.19
435,1982-09-22,123.99,,,,,,,,,,,,,443.75,,188.62,7071.1,216.03,,,,,,,115.51
436,1982-09-23,123.81,,,,,,,,,,,,,435.85,,188.15,,215.29,,,,,,,116.31
437,1982-09-24,123.32,,,,,,,,,,,,,431,,188.61,7066.04,216.09,,,,,,,116.07
438,1982-09-27,123.62,,,,,,,,,,,,,413.75,,188.64,6975.5,216.07,,,,,,,116.4
439,1982-09-28,123.24,,,,,,,,,,,,,410.5,,189.04,6940.51,216.18,,,,,,,117.58
440,1982-09-29,121.63,,,,,,,,,,,,,409.75,,188.26,6979.09,214.37,,,,,,,119.19
441,1982-09-30,120.42,,,,,,,,,,,,,397,,187.65,6910.73,213.35,,,,,,,119.71
442,1982-10-01,121.97,,,,,,,,,,,,,402,,188.7,6849.78,214.81,,,,,,,
443,1982-10-04,121.51,,,,,,,,,,,,,387.5,,188.02,6942.22,213.74,,,,,,,120.05
444,1982-10-05,121.98,,,,,,,,,,,,,390.25,,188.77,6932.12,214.64,,,,,,,119.31
445,1982-10-06,126.97,,,,,,,,,,,,,404,,191.98,6974.35,218.12,,,,,,,118.68
446,1982-10-07,128.8,,,,,,,,,,,,,418.5,,195.59,7114.64,222.42,,,,,,,119.22
447,1982-10-08,131.05,,,,,,,,,,,,,433,,198.89,7361.57,226.01,,,,,,,120.28
448,1982-10-11,134.47,,,,,,,,,,,,,430,,202.31,,229.36,,,,,,,119.85
449,1982-10-12,134.44,,,,,,,,,,,,,441.25,,202.16,7413.25,229.18,,,,,,,119.37
450,1982-10-13,136.71,,,,,,,,,,,,,428.75,,205.17,7411.58,233.47,,,,,,,118.4
451,1982-10-14,134.57,,,,,,,,,,,,,448,,204.85,7414.8,233.35,,,,,,,117.93
452,1982-10-15,133.57,,,,,,,,,,,,,432.5,,204.46,7373.51,233.26,,,,,,,117.49
10201,1982-10-16,,,,,,,,,,,,,,,,,,,,,,,,,117.6
453,1982-10-18,136.73,,,,,,,,,,,,,428.25,,206.61,7370.2,236,,,,,,,116.85
454,1982-10-19,136.58,,,,,,,,,,,,,441.5,,207.48,7371.65,236.74,,,,,,,116.59
455,1982-10-20,139.23,,,,,,,,,,,,,422,,210.7,7378.04,240.67,,,,,,,116.42
456,1982-10-21,139.06,,,,,,,,,,,,,432.5,,214.28,7319.96,246.06,,,,,,,119.2
457,1982-10-22,138.83,,,,,,,,,,,,,428,,215.29,7324.04,247.54,,,,,,,118.09
10202,1982-10-23,,,,,,,,,,,,,,,,,,,,,,,,,117.5
458,1982-10-25,133.32,,,,,,,,,,,,,418.6,,210.89,7304.92,241.69,,,,,,,119.65
459,1982-10-26,134.48,,,,,,,,,,,,,419.25,,209.92,7199.61,240,,,,,,,119.35
